audio_path,transcript,emotion
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_soap_sad.wav,soap,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_soup_sad.wav,soup,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_sour_sad.wav,sour,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_south_sad.wav,south,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_sub_sad.wav,sub,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_such_sad.wav,such,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_sure_sad.wav,sure,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_take_sad.wav,take,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_talk_sad.wav,talk,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_tape_sad.wav,tape,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_team_sad.wav,team,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_tell_sad.wav,tell,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_thin_sad.wav,thin,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_third_sad.wav,third,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_thought_sad.wav,thought,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_thumb_sad.wav,thumb,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_time_sad.wav,time,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_tip_sad.wav,tip,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_tire_sad.wav,tire,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_ton_sad.wav,ton,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_tool_sad.wav,tool,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_tough_sad.wav,tough,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_turn_sad.wav,turn,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_vine_sad.wav,vine,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_voice_sad.wav,voice,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_void_sad.wav,void,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_vote_sad.wav,vote,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_wag_sad.wav,wag,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_walk_sad.wav,walk,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_wash_sad.wav,wash,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_week_sad.wav,week,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_wheat_sad.wav,wheat,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_when_sad.wav,when,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_which_sad.wav,which,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_whip_sad.wav,whip,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_white_sad.wav,white,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_wife_sad.wav,wife,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_wire_sad.wav,wire,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_witch_sad.wav,witch,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_yearn_sad.wav,yearn,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_yes_sad.wav,yes,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_young_sad.wav,young,sad
data/raw/TESS Toronto emotional speech set data\OAF_Sad\OAF_youth_sad.wav,youth,sad
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_back_angry.wav,back,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_bar_angry.wav,bar,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_base_angry.wav,base,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_bath_angry.wav,bath,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_bean_angry.wav,bean,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_beg_angry.wav,beg,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_bite_angry.wav,bite,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_boat_angry.wav,boat,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_bone_angry.wav,bone,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_book_angry.wav,book,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_bought_angry.wav,bought,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_burn_angry.wav,burn,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_cab_angry.wav,cab,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_calm_angry.wav,calm,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_came_angry.wav,came,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_cause_angry.wav,cause,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_chain_angry.wav,chain,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_chair_angry.wav,chair,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_chalk_angry.wav,chalk,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_chat_angry.wav,chat,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_check_angry.wav,check,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_cheek_angry.wav,cheek,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_chief_angry.wav,chief,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_choice_angry.wav,choice,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_cool_angry.wav,cool,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_dab_angry.wav,dab,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_date_angry.wav,date,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_dead_angry.wav,dead,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_death_angry.wav,death,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_deep_angry.wav,deep,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_dime_angry.wav,dime,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_dip_angry.wav,dip,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_ditch_angry.wav,ditch,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_dodge_angry.wav,dodge,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_dog_angry.wav,dog,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_doll_angry.wav,doll,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_door_angry.wav,door,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_fail_angry.wav,fail,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_fall_angry.wav,fall,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_far_angry.wav,far,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_fat_angry.wav,fat,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_fit_angry.wav,fit,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_five_angry.wav,five,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_food_angry.wav,food,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_gap_angry.wav,gap,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_gas_angry.wav,gas,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_gaze_angry.wav,gaze,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_germ_angry.wav,germ,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_get_angry.wav,get,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_gin_angry.wav,gin,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_goal_angry.wav,goal,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_good_angry.wav,good,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_goose_angry.wav,goose,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_gun_angry.wav,gun,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_half_angry.wav,half,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_hall_angry.wav,hall,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_hash_angry.wav,hash,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_hate_angry.wav,hate,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_have_angry.wav,have,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_haze_angry.wav,haze,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_hire_angry.wav,hire,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_hit_angry.wav,hit,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_hole_angry.wav,hole,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_home_angry.wav,home,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_hurl_angry.wav,hurl,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_hush_angry.wav,hush,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_jail_angry.wav,jail,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_jar_angry.wav,jar,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_join_angry.wav,join,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_judge_angry.wav,judge,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_jug_angry.wav,jug,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_juice_angry.wav,juice,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_keen_angry.wav,keen,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_keep_angry.wav,keep,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_keg_angry.wav,keg,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_kick_angry.wav,kick,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_kill_angry.wav,kill,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_king_angry.wav,king,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_kite_angry.wav,kite,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_knock_angry.wav,knock,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_late_angry.wav,late,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_laud_angry.wav,laud,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_lean_angry.wav,lean,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_learn_angry.wav,learn,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_lease_angry.wav,lease,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_lid_angry.wav,lid,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_life_angry.wav,life,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_limb_angry.wav,limb,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_live_angry.wav,live,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_loaf_angry.wav,loaf,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_long_angry.wav,long,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_lore_angry.wav,lore,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_lose_angry.wav,lose,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_lot_angry.wav,lot,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_love_angry.wav,love,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_luck_angry.wav,luck,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_make_angry.wav,make,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_match_angry.wav,match,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_merge_angry.wav,merge,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_mess_angry.wav,mess,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_met_angry.wav,met,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_mill_angry.wav,mill,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_mob_angry.wav,mob,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_mode_angry.wav,mode,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_mood_angry.wav,mood,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_moon_angry.wav,moon,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_mop_angry.wav,mop,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_mouse_angry.wav,mouse,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_nag_angry.wav,nag,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_name_angry.wav,name,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_near_angry.wav,near,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_neat_angry.wav,neat,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_nice_angry.wav,nice,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_note_angry.wav,note,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_numb_angry.wav,numb,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_pad_angry.wav,pad,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_page_angry.wav,page,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_pain_angry.wav,pain,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_pass_angry.wav,pass,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_pearl_angry.wav,pearl,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_peg_angry.wav,peg,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_perch_angry.wav,perch,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_phone_angry.wav,phone,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_pick_angry.wav,pick,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_pike_angry.wav,pike,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_pole_angry.wav,pole,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_pool_angry.wav,pool,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_puff_angry.wav,puff,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_rag_angry.wav,rag,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_raid_angry.wav,raid,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_rain_angry.wav,rain,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_raise_angry.wav,raise,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_rat_angry.wav,rat,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_reach_angry.wav,reach,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_read_angry.wav,read,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_red_angry.wav,red,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_ring_angry.wav,ring,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_ripe_angry.wav,ripe,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_road_angry.wav,road,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_room_angry.wav,room,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_rose_angry.wav,rose,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_rot_angry.wav,rot,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_rough_angry.wav,rough,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_rush_angry.wav,rush,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_said_angry.wav,said,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_sail_angry.wav,sail,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_search_angry.wav,search,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_seize_angry.wav,seize,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_sell_angry.wav,sell,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_shack_angry.wav,shack,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_shall_angry.wav,shall,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_shawl_angry.wav,shawl,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_sheep_angry.wav,sheep,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_shirt_angry.wav,shirt,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_should_angry.wav,should,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_shout_angry.wav,shout,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_size_angry.wav,size,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_soap_angry.wav,soap,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_soup_angry.wav,soup,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_sour_angry.wav,sour,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_south_angry.wav,south,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_sub_angry.wav,sub,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_such_angry.wav,such,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_sure_angry.wav,sure,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_take_angry.wav,take,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_talk_angry.wav,talk,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_tape_angry.wav,tape,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_team_angry.wav,team,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_tell_angry.wav,tell,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_thin_angry.wav,thin,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_third_angry.wav,third,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_thought_angry.wav,thought,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_thumb_angry.wav,thumb,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_time_angry.wav,time,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_tip_angry.wav,tip,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_tire_angry.wav,tire,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_ton_angry.wav,ton,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_tool_angry.wav,tool,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_tough_angry.wav,tough,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_turn_angry.wav,turn,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_vine_angry.wav,vine,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_voice_angry.wav,voice,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_void_angry.wav,void,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_vote_angry.wav,vote,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_wag_angry.wav,wag,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_walk_angry.wav,walk,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_wash_angry.wav,wash,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_week_angry.wav,week,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_wheat_angry.wav,wheat,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_when_angry.wav,when,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_which_angry.wav,which,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_whip_angry.wav,whip,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_white_angry.wav,white,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_wife_angry.wav,wife,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_wire_angry.wav,wire,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_witch_angry.wav,witch,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_yearn_angry.wav,yearn,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_yes_angry.wav,yes,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_young_angry.wav,young,angry
data/raw/TESS Toronto emotional speech set data\YAF_angry\YAF_youth_angry.wav,youth,angry
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_back_disgust.wav,back,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_bar_disgust.wav,bar,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_base_disgust.wav,base,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_bath_disgust.wav,bath,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_bean_disgust.wav,bean,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_beg_disgust.wav,beg,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_bite_disgust.wav,bite,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_boat_disgust.wav,boat,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_bone_disgust.wav,bone,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_book_disgust.wav,book,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_bought_disgust.wav,bought,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_burn_disgust.wav,burn,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_cab_disgust.wav,cab,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_calm_disgust.wav,calm,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_came_disgust.wav,came,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_cause_disgust.wav,cause,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_chain_disgust.wav,chain,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_chair_disgust.wav,chair,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_chalk_disgust.wav,chalk,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_chat_disgust.wav,chat,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_check_disgust.wav,check,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_cheek_disgust.wav,cheek,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_chief_disgust.wav,chief,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_choice_disgust.wav,choice,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_cool_disgust.wav,cool,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_dab_disgust.wav,dab,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_date_disgust.wav,date,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_dead_disgust.wav,dead,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_death_disgust.wav,death,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_deep_disgust.wav,deep,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_dime_disgust.wav,dime,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_dip_disgust.wav,dip,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_ditch_disgust.wav,ditch,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_dodge_disgust.wav,dodge,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_dog_disgust.wav,dog,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_doll_disgust.wav,doll,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_door_disgust.wav,door,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_fail_disgust.wav,fail,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_fall_disgust.wav,fall,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_far_disgust.wav,far,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_fat_disgust.wav,fat,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_fit_disgust.wav,fit,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_five_disgust.wav,five,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_food_disgust.wav,food,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_gap_disgust.wav,gap,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_gas_disgust.wav,gas,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_gaze_disgust.wav,gaze,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_germ_disgust.wav,germ,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_get_disgust.wav,get,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_gin_disgust.wav,gin,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_goal_disgust.wav,goal,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_good_disgust.wav,good,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_goose_disgust.wav,goose,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_gun_disgust.wav,gun,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_half_disgust.wav,half,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_hall_disgust.wav,hall,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_hash_disgust.wav,hash,disgust
data/raw/TESS Toronto emotional speech set data\YAF_disgust\YAF_hate_disgust.wav,hate,disgust
